invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I267297,C129794,Male,58,Clothing,4,1200.32,Cash,1/20/2022,Metrocity
I205733,C552461,Male,58,Clothing,4,1200.32,Credit Card,2/24/2022,Mall of Istanbul
I321589,C474439,Male,58,Clothing,4,1200.32,Credit Card,3/14/2022,Kanyon
I296691,C210258,Female,58,Clothing,4,1200.32,Credit Card,1/20/2022,Mall of Istanbul
I811957,C562512,Female,58,Clothing,4,1200.32,Cash,2/26/2022,Kanyon
I280525,C265794,Female,58,Clothing,4,1200.32,Debit Card,1/22/2022,Mall of Istanbul
I262475,C177041,Female,58,Toys,3,107.52,Cash,2/13/2022,Zorlu Center
I634646,C986454,Male,58,Toys,3,107.52,Debit Card,1/30/2022,Mall of Istanbul
I163085,C908696,Male,58,Food & Beverage,1,5.23,Cash,3/20/2022,Forum Istanbul
I157230,C133595,Male,58,Food & Beverage,1,5.23,Credit Card,2/26/2022,Kanyon
I277887,C489634,Female,58,Food & Beverage,2,10.46,Cash,1/14/2022,Mall of Istanbul
I279497,C549100,Female,58,Food & Beverage,2,10.46,Credit Card,3/19/2022,Metrocity
I282890,C757125,Male,58,Food & Beverage,2,10.46,Credit Card,1/22/2022,Metrocity
I121681,C121268,Female,58,Food & Beverage,2,10.46,Credit Card,1/11/2022,Kanyon
I199120,C237634,Male,58,Food & Beverage,2,10.46,Debit Card,1/11/2022,Zorlu Center
I604453,C293498,Female,58,Food & Beverage,2,10.46,Debit Card,3/13/2022,Mall of Istanbul
I127396,C329093,Male,58,Food & Beverage,2,10.46,Debit Card,3/11/2022,Forum Istanbul
I820651,C224870,Male,58,Food & Beverage,4,20.92,Debit Card,1/29/2022,Mall of Istanbul
I224820,C990682,Female,58,Toys,1,35.84,Cash,1/20/2022,Kanyon
I322832,C114278,Female,58,Toys,1,35.84,Cash,1/13/2022,Metrocity
I321885,C106674,Female,58,Toys,1,35.84,Credit Card,3/25/2022,Zorlu Center
I251400,C669100,Female,58,Toys,1,35.84,Debit Card,2/24/2022,Kanyon
I161693,C449104,Male,58,Toys,1,35.84,Cash,1/25/2022,Mall of Istanbul
I218315,C435683,Female,58,Toys,1,35.84,Credit Card,3/9/2022,Zorlu Center
I302850,C124492,Male,58,Toys,2,71.68,Cash,1/30/2022,Metrocity
I601346,C259705,Male,58,Toys,2,71.68,Debit Card,1/23/2022,Metrocity
I210328,C184071,Female,58,Toys,2,71.68,Credit Card,2/15/2022,Kanyon
I290248,C224986,Female,58,Toys,4,143.36,Cash,2/8/2022,Kanyon
I113947,C247819,Male,58,Toys,4,143.36,Debit Card,2/14/2022,Metrocity
I188150,C101545,Female,58,Toys,4,143.36,Credit Card,3/26/2022,Kanyon
I312562,C154719,Male,58,Toys,4,143.36,Credit Card,3/14/2022,Kanyon
I130877,C307597,Male,58,Souvenir,2,23.46,Cash,2/8/2022,Metrocity
I270175,C163200,Male,58,Souvenir,4,46.92,Credit Card,2/26/2022,Forum Istanbul
I273558,C270578,Male,58,Souvenir,4,46.92,Credit Card,2/10/2022,Kanyon
I108239,C244749,Male,58,Souvenir,4,46.92,Cash,1/30/2022,Kanyon
I586467,C133049,Male,59,Technology,1,1050,Cash,3/6/2022,Mall of Istanbul
I667821,C316386,Male,59,Technology,5,5250,Credit Card,1/17/2022,Forum Istanbul
I392775,C261424,Male,59,Technology,5,5250,Cash,3/16/2022,Forum Istanbul
I242650,C163348,Female,59,Books,5,75.75,Credit Card,2/4/2022,Metrocity
I321333,C975941,Male,59,Books,5,75.75,Cash,3/2/2022,Mall of Istanbul
I965436,C185864,Male,59,Books,5,75.75,Cash,2/24/2022,Kanyon
I108365,C150045,Female,59,Cosmetics,1,40.66,Cash,3/20/2022,Mall of Istanbul
I204908,C142352,Female,59,Cosmetics,1,40.66,Cash,1/4/2022,Kanyon
I237970,C104373,Male,59,Cosmetics,1,40.66,Credit Card,2/5/2022,Forum Istanbul
I128195,C508482,Female,59,Cosmetics,1,40.66,Credit Card,2/17/2022,Kanyon
I279933,C546068,Male,59,Cosmetics,2,81.32,Cash,3/19/2022,Forum Istanbul
I201925,C266787,Female,59,Cosmetics,2,81.32,Credit Card,3/27/2022,Kanyon
I111546,C214090,Male,59,Cosmetics,2,81.32,Debit Card,2/6/2022,Mall of Istanbul
I113530,C165916,Female,59,Cosmetics,2,81.32,Cash,2/5/2022,Zorlu Center
I231988,C132540,Female,59,Cosmetics,2,81.32,Debit Card,3/29/2022,Mall of Istanbul
I177227,C937235,Male,59,Cosmetics,2,81.32,Credit Card,1/28/2022,Mall of Istanbul
I312094,C254689,Female,59,Cosmetics,4,162.64,Debit Card,1/15/2022,Kanyon
I139225,C299772,Female,59,Cosmetics,4,162.64,Credit Card,3/14/2022,Mall of Istanbul
I241083,C129343,Male,59,Cosmetics,4,162.64,Cash,3/15/2022,Kanyon
I137950,C131603,Female,59,Cosmetics,4,162.64,Cash,2/25/2022,Metrocity
I208346,C101579,Male,59,Cosmetics,3,121.98,Debit Card,2/3/2022,Mall of Istanbul
I147906,C850315,Female,59,Cosmetics,3,121.98,Cash,1/14/2022,Mall of Istanbul
I161319,C322152,Male,59,Cosmetics,3,121.98,Cash,3/7/2022,Kanyon
I121492,C254227,Female,59,Cosmetics,3,121.98,Cash,3/1/2022,Mall of Istanbul
I221100,C290111,Male,59,Cosmetics,3,121.98,Cash,2/2/2022,Metrocity
I371149,C635248,Female,59,Souvenir,5,58.65,Credit Card,3/2/2022,Kanyon
I149756,C206174,Female,59,Shoes,5,3000.85,Credit Card,3/22/2022,Kanyon
I315413,C958569,Female,59,Shoes,5,3000.85,Cash,1/5/2022,Zorlu Center
I702575,C406427,Male,59,Shoes,5,3000.85,Cash,1/15/2022,Kanyon
I243629,C265572,Female,59,Shoes,5,3000.85,Credit Card,1/25/2022,Mall of Istanbul
I117154,C104209,Female,59,Clothing,3,900.24,Cash,3/8/2022,Mall of Istanbul
I291580,C118288,Female,59,Clothing,3,900.24,Credit Card,1/1/2022,Mall of Istanbul
I298738,C225545,Male,59,Clothing,3,900.24,Debit Card,3/12/2022,Kanyon
I982963,C117218,Female,59,Clothing,3,900.24,Cash,3/9/2022,Metrocity
I743259,C262073,Male,59,Clothing,3,900.24,Debit Card,3/23/2022,Mall of Istanbul
I250715,C291623,Male,59,Clothing,3,900.24,Debit Card,3/11/2022,Metrocity
I671675,C305074,Female,59,Clothing,3,900.24,Debit Card,2/16/2022,Metrocity
I572388,C218197,Female,59,Clothing,3,900.24,Credit Card,3/1/2022,Kanyon
I259149,C191017,Male,59,Clothing,3,900.24,Credit Card,3/25/2022,Kanyon
I636253,C332848,Female,59,Clothing,3,900.24,Credit Card,2/20/2022,Metrocity
I217900,C170410,Female,59,Clothing,3,900.24,Credit Card,2/3/2022,Mall of Istanbul
I165414,C761127,Male,59,Clothing,3,900.24,Credit Card,3/23/2022,Kanyon
I180405,C131766,Female,59,Clothing,3,900.24,Credit Card,1/27/2022,Forum Istanbul
I162087,C287198,Male,59,Clothing,3,900.24,Credit Card,3/13/2022,Mall of Istanbul
I184576,C122128,Male,59,Clothing,3,900.24,Cash,3/5/2022,Mall of Istanbul
I408618,C308060,Female,59,Clothing,3,900.24,Debit Card,1/25/2022,Metrocity
I277420,C278899,Female,59,Clothing,3,900.24,Debit Card,2/14/2022,Forum Istanbul
I132765,C319086,Female,59,Clothing,3,900.24,Cash,1/19/2022,Metrocity
I197033,C123848,Male,59,Food & Beverage,5,26.15,Cash,3/31/2022,Kanyon
I183475,C232494,Male,59,Toys,5,179.2,Cash,3/18/2022,Mall of Istanbul
I480312,C412543,Male,59,Shoes,1,600.17,Cash,1/13/2022,Kanyon
I308951,C109472,Male,59,Shoes,1,600.17,Cash,2/25/2022,Zorlu Center
I211334,C254093,Male,59,Shoes,1,600.17,Cash,3/3/2022,Mall of Istanbul
I293329,C202162,Female,59,Shoes,1,600.17,Cash,3/24/2022,Mall of Istanbul
I772120,C238692,Female,59,Shoes,1,600.17,Cash,1/21/2022,Mall of Istanbul
I200264,C326934,Male,59,Shoes,2,1200.34,Credit Card,2/18/2022,Mall of Istanbul
I208014,C612508,Female,59,Shoes,4,2400.68,Cash,3/24/2022,Kanyon
I149006,C270043,Female,59,Shoes,4,2400.68,Credit Card,2/11/2022,Kanyon
I334062,C287658,Male,59,Shoes,4,2400.68,Credit Card,1/29/2022,Kanyon
I285442,C324335,Male,59,Cosmetics,5,203.3,Credit Card,1/5/2022,Zorlu Center
I279175,C263682,Male,59,Cosmetics,5,203.3,Cash,1/26/2022,Kanyon
I232038,C201294,Female,59,Cosmetics,5,203.3,Credit Card,2/17/2022,Forum Istanbul
I326516,C323481,Female,59,Clothing,5,1500.4,Cash,2/26/2022,Metrocity
I797889,C246330,Male,59,Clothing,5,1500.4,Cash,3/10/2022,Mall of Istanbul
I146679,C159484,Female,59,Clothing,5,1500.4,Cash,2/15/2022,Kanyon
I146673,C207463,Female,59,Clothing,5,1500.4,Debit Card,3/21/2022,Mall of Istanbul
I269638,C278534,Male,59,Clothing,5,1500.4,Cash,1/3/2022,Kanyon
I876316,C286455,Male,59,Clothing,5,1500.4,Credit Card,3/5/2022,Metrocity
I204987,C170866,Female,59,Clothing,5,1500.4,Credit Card,2/5/2022,Metrocity
I308901,C165278,Female,59,Clothing,5,1500.4,Cash,1/11/2022,Forum Istanbul
I963384,C328472,Male,59,Clothing,5,1500.4,Cash,3/30/2022,Metrocity
I125639,C327595,Female,59,Books,3,45.45,Cash,2/24/2022,Zorlu Center
I245128,C121848,Female,59,Books,3,45.45,Credit Card,1/12/2022,Metrocity
I316137,C274162,Female,59,Souvenir,3,35.19,Cash,1/24/2022,Mall of Istanbul
I172463,C250323,Female,59,Souvenir,3,35.19,Credit Card,3/25/2022,Mall of Istanbul
I108515,C234595,Female,59,Books,1,15.15,Cash,2/2/2022,Mall of Istanbul
I123761,C984555,Male,59,Books,1,15.15,Debit Card,1/7/2022,Metrocity
I255036,C235045,Male,59,Books,1,15.15,Credit Card,2/10/2022,Kanyon
I131187,C117797,Male,59,Books,1,15.15,Cash,1/2/2022,Kanyon
I266215,C986076,Male,59,Books,1,15.15,Credit Card,2/3/2022,Kanyon
I327803,C298529,Male,59,Books,2,30.3,Debit Card,1/18/2022,Kanyon
I202161,C179292,Female,59,Books,4,60.6,Credit Card,3/20/2022,Kanyon
I104781,C137946,Female,59,Books,4,60.6,Credit Card,1/4/2022,Forum Istanbul
I165675,C206217,Female,59,Shoes,3,1800.51,Cash,3/17/2022,Kanyon
I203215,C439387,Male,59,Shoes,3,1800.51,Cash,1/13/2022,Metrocity
I613983,C319232,Female,59,Shoes,3,1800.51,Cash,1/4/2022,Mall of Istanbul
I229419,C760137,Male,59,Food & Beverage,3,15.69,Credit Card,2/10/2022,Metrocity
I129007,C120860,Female,59,Food & Beverage,3,15.69,Cash,3/27/2022,Kanyon
I941354,C248722,Male,59,Food & Beverage,3,15.69,Debit Card,2/11/2022,Metrocity
I125735,C343191,Female,59,Food & Beverage,3,15.69,Cash,3/31/2022,Kanyon
I745398,C996511,Male,59,Food & Beverage,3,15.69,Credit Card,3/13/2022,Kanyon
I586078,C419312,Female,59,Food & Beverage,3,15.69,Credit Card,2/10/2022,Kanyon
I446690,C328603,Male,59,Food & Beverage,3,15.69,Credit Card,3/17/2022,Kanyon
I118102,C225279,Female,59,Clothing,1,300.08,Cash,1/5/2022,Metrocity
I550983,C309835,Female,59,Clothing,1,300.08,Cash,3/13/2022,Mall of Istanbul
I152071,C146525,Male,59,Clothing,1,300.08,Credit Card,3/27/2022,Mall of Istanbul
I723183,C242739,Male,59,Clothing,1,300.08,Credit Card,3/7/2022,Mall of Istanbul
I455280,C173814,Female,59,Clothing,1,300.08,Cash,1/8/2022,Mall of Istanbul
I188449,C185088,Male,59,Clothing,1,300.08,Cash,3/28/2022,Mall of Istanbul
I222296,C290136,Female,59,Clothing,1,300.08,Cash,3/30/2022,Mall of Istanbul
I306290,C125304,Male,59,Clothing,2,600.16,Cash,2/2/2022,Mall of Istanbul
I278283,C299038,Female,59,Clothing,2,600.16,Debit Card,1/4/2022,Kanyon
I141329,C208236,Female,59,Clothing,2,600.16,Credit Card,3/17/2022,Kanyon
I220649,C260480,Male,59,Clothing,2,600.16,Credit Card,1/11/2022,Kanyon
I490433,C305897,Female,59,Clothing,2,600.16,Credit Card,3/17/2022,Kanyon
I233356,C777185,Male,59,Clothing,4,1200.32,Cash,2/10/2022,Mall of Istanbul
I183970,C197725,Male,59,Clothing,4,1200.32,Credit Card,3/13/2022,Metrocity
I126484,C232687,Female,59,Clothing,4,1200.32,Cash,2/23/2022,Kanyon
I250874,C306629,Female,59,Clothing,4,1200.32,Credit Card,3/6/2022,Kanyon
I217101,C156656,Male,59,Clothing,4,1200.32,Credit Card,3/15/2022,Mall of Istanbul
I871284,C425520,Female,59,Clothing,4,1200.32,Cash,3/5/2022,Kanyon
I121972,C275393,Male,59,Clothing,4,1200.32,Credit Card,2/25/2022,Mall of Istanbul
I185644,C230706,Female,59,Clothing,4,1200.32,Debit Card,3/26/2022,Mall of Istanbul
I194963,C255794,Female,59,Clothing,4,1200.32,Credit Card,2/16/2022,Kanyon
I149626,C680520,Female,59,Clothing,4,1200.32,Cash,3/28/2022,Zorlu Center
I785892,C244473,Female,59,Clothing,4,1200.32,Credit Card,2/16/2022,Mall of Istanbul
I208813,C277329,Female,59,Clothing,4,1200.32,Cash,3/30/2022,Forum Istanbul
I257631,C605635,Female,59,Clothing,4,1200.32,Cash,3/6/2022,Forum Istanbul
I995483,C132306,Female,59,Clothing,4,1200.32,Cash,1/28/2022,Mall of Istanbul
I117765,C205930,Male,59,Toys,3,107.52,Debit Card,3/22/2022,Mall of Istanbul
I233787,C237125,Male,59,Food & Beverage,2,10.46,Credit Card,2/26/2022,Mall of Istanbul
I673032,C489504,Male,59,Food & Beverage,4,20.92,Cash,2/13/2022,Mall of Istanbul
I203980,C288566,Male,59,Food & Beverage,4,20.92,Credit Card,3/28/2022,Kanyon
I214261,C820031,Male,59,Food & Beverage,4,20.92,Cash,2/28/2022,Kanyon
I116542,C123966,Male,59,Toys,1,35.84,Cash,3/7/2022,Metrocity
I668100,C400112,Female,59,Toys,1,35.84,Cash,3/8/2022,Forum Istanbul
I316902,C524383,Male,59,Toys,2,71.68,Debit Card,2/20/2022,Mall of Istanbul
I117337,C102865,Female,59,Toys,2,71.68,Credit Card,3/18/2022,Mall of Istanbul
I116727,C162436,Female,59,Toys,2,71.68,Debit Card,2/28/2022,Metrocity
I271210,C230121,Female,59,Toys,4,143.36,Cash,3/26/2022,Kanyon
I309274,C150534,Female,59,Toys,4,143.36,Cash,2/24/2022,Metrocity
I337825,C295727,Male,59,Toys,4,143.36,Cash,2/17/2022,Metrocity
I212860,C232445,Female,59,Toys,4,143.36,Debit Card,3/28/2022,Kanyon
I286161,C967546,Male,59,Toys,4,143.36,Cash,2/9/2022,Metrocity
I243850,C207783,Male,59,Souvenir,1,11.73,Cash,1/22/2022,Forum Istanbul
I202949,C206756,Female,59,Souvenir,2,23.46,Credit Card,1/21/2022,Kanyon
I992292,C602085,Female,59,Souvenir,4,46.92,Credit Card,1/26/2022,Kanyon
I288674,C833483,Male,60,Technology,1,1050,Credit Card,3/12/2022,Kanyon
I148328,C175840,Female,60,Technology,1,1050,Cash,1/7/2022,Forum Istanbul
I200195,C767101,Female,60,Technology,2,2100,Credit Card,3/20/2022,Kanyon
I155652,C216667,Female,60,Technology,5,5250,Credit Card,2/5/2022,Mall of Istanbul
I395296,C308291,Female,60,Technology,5,5250,Credit Card,2/25/2022,Mall of Istanbul
I157868,C221315,Female,60,Technology,3,3150,Credit Card,1/23/2022,Mall of Istanbul
I882926,C153716,Female,60,Books,5,75.75,Debit Card,1/21/2022,Mall of Istanbul
I263579,C373332,Female,60,Books,5,75.75,Cash,3/23/2022,Mall of Istanbul
I178163,C637540,Female,60,Books,5,75.75,Cash,1/15/2022,Kanyon
I211293,C232706,Female,60,Cosmetics,1,40.66,Cash,2/7/2022,Mall of Istanbul
I118855,C230201,Male,60,Cosmetics,1,40.66,Cash,2/26/2022,Metrocity
I877504,C225377,Female,60,Cosmetics,1,40.66,Debit Card,3/12/2022,Metrocity
I325110,C191535,Female,60,Cosmetics,1,40.66,Debit Card,3/4/2022,Metrocity
I273568,C215702,Male,60,Cosmetics,1,40.66,Credit Card,1/29/2022,Kanyon
I374747,C111405,Male,60,Cosmetics,2,81.32,Cash,1/12/2022,Metrocity
I215652,C654779,Male,60,Cosmetics,2,81.32,Debit Card,3/25/2022,Mall of Istanbul
I227944,C125999,Female,60,Cosmetics,4,162.64,Credit Card,2/2/2022,Mall of Istanbul
I447841,C117147,Male,60,Cosmetics,4,162.64,Debit Card,3/20/2022,Mall of Istanbul
I248096,C237674,Female,60,Cosmetics,4,162.64,Debit Card,3/20/2022,Forum Istanbul
I616310,C109099,Female,60,Cosmetics,4,162.64,Cash,3/18/2022,Mall of Istanbul
I291723,C123430,Female,60,Cosmetics,4,162.64,Cash,1/21/2022,Kanyon
I262515,C252118,Female,60,Cosmetics,4,162.64,Credit Card,3/24/2022,Zorlu Center
I372747,C948598,Female,60,Cosmetics,4,162.64,Credit Card,2/28/2022,Mall of Istanbul
I661622,C337858,Female,60,Cosmetics,3,121.98,Cash,1/29/2022,Zorlu Center
I609729,C219401,Female,60,Cosmetics,3,121.98,Cash,2/22/2022,Mall of Istanbul
I212084,C461319,Female,60,Cosmetics,3,121.98,Credit Card,1/26/2022,Kanyon
I161720,C178475,Female,60,Cosmetics,3,121.98,Debit Card,2/5/2022,Mall of Istanbul
I244435,C185798,Female,60,Cosmetics,3,121.98,Debit Card,1/13/2022,Kanyon
I104114,C257419,Female,60,Souvenir,5,58.65,Cash,1/4/2022,Kanyon
I976593,C311946,Female,60,Souvenir,5,58.65,Credit Card,2/15/2022,Metrocity
I102470,C240359,Male,60,Shoes,5,3000.85,Credit Card,2/10/2022,Mall of Istanbul
I135974,C353357,Female,60,Shoes,5,3000.85,Credit Card,1/25/2022,Kanyon
I298132,C456973,Male,60,Clothing,3,900.24,Cash,2/17/2022,Kanyon
I269765,C145869,Male,60,Clothing,3,900.24,Credit Card,1/31/2022,Kanyon
I402051,C152996,Male,60,Clothing,3,900.24,Debit Card,1/8/2022,Kanyon
I337746,C497676,Female,60,Clothing,3,900.24,Cash,2/10/2022,Metrocity
I461162,C230893,Male,60,Clothing,3,900.24,Credit Card,2/1/2022,Zorlu Center
I119425,C152722,Male,60,Clothing,3,900.24,Debit Card,2/24/2022,Mall of Istanbul
I315536,C212000,Female,60,Clothing,3,900.24,Debit Card,1/15/2022,Kanyon
I718428,C219221,Male,60,Clothing,3,900.24,Cash,3/29/2022,Mall of Istanbul
I938349,C227073,Male,60,Clothing,3,900.24,Cash,2/15/2022,Forum Istanbul
I326077,C290814,Male,60,Clothing,3,900.24,Cash,2/14/2022,Kanyon
I269524,C330208,Female,60,Food & Beverage,5,26.15,Cash,2/17/2022,Mall of Istanbul
I213603,C223786,Female,60,Food & Beverage,5,26.15,Cash,1/10/2022,Kanyon
I101724,C331264,Female,60,Food & Beverage,5,26.15,Cash,3/16/2022,Metrocity
I629454,C245433,Female,60,Toys,5,179.2,Debit Card,3/20/2022,Mall of Istanbul
I269389,C231598,Female,60,Toys,5,179.2,Cash,3/11/2022,Mall of Istanbul
I118664,C185851,Female,60,Toys,5,179.2,Cash,2/19/2022,Mall of Istanbul
I152552,C771471,Male,60,Toys,5,179.2,Debit Card,1/12/2022,Kanyon
I275855,C250229,Male,60,Shoes,1,600.17,Cash,1/13/2022,Zorlu Center
I132996,C120810,Female,60,Shoes,1,600.17,Credit Card,2/23/2022,Mall of Istanbul
I236912,C322307,Male,60,Shoes,1,600.17,Debit Card,2/11/2022,Metrocity
I314740,C173973,Female,60,Shoes,2,1200.34,Debit Card,1/7/2022,Forum Istanbul
I845199,C173758,Female,60,Shoes,4,2400.68,Cash,3/18/2022,Metrocity
I199562,C243468,Male,60,Shoes,4,2400.68,Cash,2/6/2022,Kanyon
I302327,C102778,Female,60,Shoes,4,2400.68,Cash,2/9/2022,Mall of Istanbul
I157386,C682304,Female,60,Shoes,4,2400.68,Debit Card,2/22/2022,Kanyon
I139416,C302288,Female,60,Cosmetics,5,203.3,Debit Card,2/4/2022,Zorlu Center
I129570,C133008,Male,60,Cosmetics,5,203.3,Cash,1/18/2022,Mall of Istanbul
I441461,C213767,Male,60,Clothing,5,1500.4,Cash,2/11/2022,Mall of Istanbul
I428176,C200373,Male,60,Clothing,5,1500.4,Cash,2/9/2022,Kanyon
I288180,C137066,Female,60,Clothing,5,1500.4,Cash,3/15/2022,Mall of Istanbul
I202340,C322850,Male,60,Clothing,5,1500.4,Debit Card,1/23/2022,Mall of Istanbul
I249534,C121455,Male,60,Clothing,5,1500.4,Credit Card,3/10/2022,Mall of Istanbul
I480272,C126519,Female,60,Clothing,5,1500.4,Cash,3/25/2022,Kanyon
I191446,C250531,Male,60,Clothing,5,1500.4,Credit Card,3/21/2022,Metrocity
I315503,C110232,Female,60,Clothing,5,1500.4,Debit Card,2/11/2022,Metrocity
I815024,C349247,Female,60,Books,3,45.45,Debit Card,1/10/2022,Forum Istanbul
I764184,C198827,Female,60,Books,3,45.45,Credit Card,3/4/2022,Mall of Istanbul
I142791,C131274,Male,60,Books,3,45.45,Credit Card,3/3/2022,Zorlu Center
I232883,C122279,Female,60,Souvenir,3,35.19,Cash,3/9/2022,Metrocity
I322584,C126729,Male,60,Souvenir,3,35.19,Credit Card,2/20/2022,Mall of Istanbul
I371276,C132764,Male,60,Souvenir,3,35.19,Cash,3/21/2022,Kanyon
I202741,C191676,Female,60,Souvenir,3,35.19,Debit Card,1/19/2022,Kanyon
I262418,C625138,Female,60,Books,1,15.15,Debit Card,3/1/2022,Mall of Istanbul
I452570,C887131,Female,60,Books,2,30.3,Debit Card,2/26/2022,Mall of Istanbul
I268108,C156072,Male,60,Books,2,30.3,Credit Card,2/24/2022,Metrocity
I295887,C598852,Female,60,Shoes,3,1800.51,Debit Card,3/22/2022,Mall of Istanbul
I570192,C807507,Male,60,Shoes,3,1800.51,Debit Card,2/28/2022,Kanyon
I226364,C757799,Male,60,Food & Beverage,3,15.69,Credit Card,2/16/2022,Zorlu Center
I757521,C278594,Female,60,Food & Beverage,3,15.69,Cash,1/14/2022,Kanyon
I706719,C314118,Male,60,Food & Beverage,3,15.69,Credit Card,2/16/2022,Metrocity
I556661,C208496,Male,60,Clothing,1,300.08,Credit Card,1/21/2022,Mall of Istanbul
I622113,C337550,Female,60,Clothing,1,300.08,Cash,3/27/2022,Kanyon
I242313,C334137,Female,60,Clothing,1,300.08,Cash,2/11/2022,Kanyon
I147842,C280058,Male,60,Clothing,1,300.08,Debit Card,1/28/2022,Mall of Istanbul
I121528,C286278,Male,60,Clothing,1,300.08,Credit Card,1/12/2022,Mall of Istanbul
I317630,C187997,Female,60,Clothing,1,300.08,Cash,2/25/2022,Mall of Istanbul
I119786,C953806,Female,60,Clothing,1,300.08,Credit Card,1/11/2022,Kanyon
I137971,C400990,Male,60,Clothing,1,300.08,Credit Card,3/30/2022,Kanyon
I179516,C198262,Female,60,Clothing,1,300.08,Cash,1/21/2022,Zorlu Center
I185216,C328858,Female,60,Clothing,2,600.16,Cash,3/26/2022,Mall of Istanbul
I213157,C276558,Male,60,Clothing,2,600.16,Debit Card,3/27/2022,Mall of Istanbul
I227206,C210213,Female,60,Clothing,2,600.16,Debit Card,3/16/2022,Metrocity
I279396,C306445,Female,60,Clothing,2,600.16,Debit Card,2/18/2022,Mall of Istanbul
I284742,C117682,Female,60,Clothing,2,600.16,Credit Card,2/12/2022,Kanyon
I118935,C790473,Female,60,Clothing,2,600.16,Credit Card,3/17/2022,Zorlu Center
I721881,C171563,Male,60,Clothing,2,600.16,Debit Card,1/10/2022,Mall of Istanbul
I244678,C151272,Female,60,Clothing,2,600.16,Credit Card,1/26/2022,Mall of Istanbul
I252466,C181257,Female,60,Clothing,2,600.16,Cash,3/23/2022,Mall of Istanbul
I132932,C694147,Male,60,Clothing,2,600.16,Cash,3/17/2022,Forum Istanbul
I276728,C210088,Male,60,Clothing,4,1200.32,Cash,1/28/2022,Kanyon
I167251,C655298,Female,60,Clothing,4,1200.32,Cash,2/20/2022,Mall of Istanbul
I273865,C201338,Female,60,Clothing,4,1200.32,Cash,3/3/2022,Mall of Istanbul
I102148,C127692,Female,60,Clothing,4,1200.32,Credit Card,1/15/2022,Metrocity
I585495,C323660,Female,60,Clothing,4,1200.32,Credit Card,1/25/2022,Mall of Istanbul
I215594,C565503,Female,60,Toys,3,107.52,Cash,3/19/2022,Kanyon
I209961,C140017,Male,60,Toys,3,107.52,Debit Card,1/8/2022,Kanyon
I283166,C232007,Male,60,Toys,3,107.52,Credit Card,1/29/2022,Mall of Istanbul
I291054,C122971,Female,60,Food & Beverage,1,5.23,Credit Card,1/28/2022,Zorlu Center
I490431,C949127,Male,60,Food & Beverage,2,10.46,Debit Card,2/26/2022,Mall of Istanbul
I258068,C943914,Male,60,Food & Beverage,2,10.46,Debit Card,2/28/2022,Kanyon
I968921,C145389,Female,60,Food & Beverage,2,10.46,Debit Card,3/5/2022,Kanyon
I265860,C247868,Male,60,Food & Beverage,4,20.92,Credit Card,3/15/2022,Mall of Istanbul
I695842,C281671,Female,60,Food & Beverage,4,20.92,Debit Card,3/21/2022,Forum Istanbul
I135246,C107231,Male,60,Food & Beverage,4,20.92,Cash,3/26/2022,Mall of Istanbul
I983002,C301529,Female,60,Toys,4,143.36,Cash,1/5/2022,Metrocity
